9808 100
89 455 2.869
89 466 2.649
89 480 1.813
89 487 2.862
89 491 2.944
90 27 1.92
90 191 3.022
90 224 2.803
90 231 2.659
90 232 1.848
90 233 2.078
90 247 2.69
90 263 2.724
90 271 2.102
90 299 2.78
90 355 2.175
90 364 2.828
90 371 2.647
90 387 3.571
90 400 3.279
90 426 1.824
90 428 2.713
90 483 2.102
91 12 2.286
91 35 2.442
91 128 2.818
91 170 2.213
91 178 2.292
91 209 2.419
91 219 3.307
91 224 2.871
91 250 2.416
91 282 3.058
91 287 2.236
91 322 2.71
91 325 2.329
91 359 2.322
91 393 2.953
91 404 2.728
91 416 2.598
91 448 2.172
91 463 2.32
91 485 2.423
92 31 2.888
92 148 2.268
92 152 3.283
92 171 3.201
92 181 3.035
92 188 2.527
92 209 2.297
92 228 3.563
92 231 3.045
92 246 2.333
92 297 3.166
92 305 2.06
92 315 3.241
92 332 3.051
92 342 3.149
92 343 3.35
92 498 2.639
93 0 2.651
93 77 3.062
93 78 2.908
93 86 2.092
93 166 3.359
93 175 2.189
93 223 3.062
93 234 2.839
93 345 2.306
93 346 2.221
93 365 2.195
93 372 1.721
93 393 2.357
93 427 2.288
93 453 2.744
93 454 2.739
93 458 2.752
94 38 2.844
94 95 2.146
94 98 2.81
94 103 2.307
94 142 2.204
94 169 2.599
94 174 2.15
94 222 2.891
94 224 2.43
94 255 3.486
94 256 2.68
94 282 3.128
94 338 3.155
94 340 2.453
94 405 3.135
95 7 2.791
95 32 2.443
95 51 2.372
95 56 3.172
95 108 2.147
95 110 2.667
95 164 2.111
95 197 1.582
95 230 1.895
95 257 3.021
95 265 1.736
95 286 2.877
95 322 2.106
95 340 1.994
95 358 2.13
95 377 2.138
95 402 2.578
95 435 2.202
95 436 1.696
95 443 1.9
95 452 2.352
95 472 2.495
95 480 1.582
95 490 1.884
96 27 2.005
96 48 2.838
96 61 2.855
96 76 2.733
96 82 3.204
96 95 2.407
96 112 3.431
96 128 2.229
96 138 2.231
96 147 2.531
96 165 3.381
96 190 2.974
96 201 3.206
96 263 2.422
96 291 3.046
96 298 2.758
96 318 2.96
96 327 3.148
96 348 2.585
96 374 2.899
96 395 2.077
96 421 3.296
96 471 2.694
96 486 3.274
96 495 2.397
96 497 1.802
97 28 2.798
97 39 3.494
97 83 2.304
97 105 2.442
97 165 3.899
97 167 2.895
97 177 2.949
97 186 2.826
97 209 2.451
97 298 3.218
97 302 3.593
97 311 2.189
97 441 3.212
97 472 3.213
98 6 2.886
98 35 2.654
98 51 2.492
98 59 2.895
98 87 1.828
98 95 2.031
98 99 2.578
98 143 2.491
98 160 2.539
98 180 2.974
98 181 2.854
98 182 2.635
98 253 2.069
98 317 2.675
98 333 2.554
98 334 2.396
98 403 3.049
98 407 2.812
98 416 2.433
99 17 3.088
99 37 4.031
99 38 3.351
99 43 2.932
99 51 3.13
99 96 2.896
99 136 2.782
99 140 3.176
99 162 3.331
99 175 3.26
99 195 3.713
99 250 2.574
99 262 2.721
99 297 3.694
99 419 3.104
99 446 3.519
99 451 2.938
99 470 2.133
99 483 2.609
99 487 3.416
100 15 1.967
100 63 2.71
100 83 2.292
100 112 3.457
100 121 3.091
100 131 2.739
100 148 2.345
100 273 2.464
100 277 2.968
100 333 2.595
100 340 1.767
100 344 2.582
100 346 2.498
100 352 2.177
100 375 2.882
100 388 2.238
100 435 2.421
100 479 2.386
100 487 2.415
101 8 2.077
101 11 2.447
101 36 2.482
101 41 2.282
101 219 2.598
101 237 1.318
101 296 2.185
101 301 2.105
101 314 1.624
101 354 2.614
101 443 1.903
101 484 2.528
101 498 2.297
102 0 2.504
102 15 2.337
102 79 2.62
102 117 3.164
102 151 3.066
102 181 2.895
102 329 1.46
102 339 2.557
102 372 2.092
102 379 2.877
102 388 2.856
102 417 2.702
102 427 2.299
102 497 2.406
103 51 1.873
103 128 1.326
103 132 1.335
103 304 1.784
103 339 1.604
103 354 1.465
103 363 1.487
103 386 1.941
103 397 1.928
103 400 1.566
103 418 2.275
103 435 1.837
103 446 1.612
103 462 1.545
103 478 1.833
104 26 3.119
104 28 2.598
104 69 2.221
104 70 2.34
104 71 2.747
104 83 1.853
104 103 2.335
104 180 3.274
104 194 2.95
104 207 3.986
104 268 3.828
104 278 1.682
104 282 3.458
104 285 2.419
104 349 2.352
104 350 2.591
104 376 3.014
104 432 2.313
104 436 2.123
104 443 2.389
104 470 2.05
104 480 2.134
105 25 2.31
105 85 2.113
105 87 1.796
105 123 2.222
105 131 2.538
105 137 2.353
105 146 1.423
105 179 3.235
105 229 2.548
105 231 2.606
105 233 1.456
105 329 1.535
105 350 2.043
105 354 2.695
105 375 2.668
105 393 2.699
105 407 3.009
105 410 2.56
105 453 2.736
105 454 2.426
105 461 1.901
105 489 3.292
105 494 2.599
106 14 3.069
106 23 3.371
106 32 3.552
106 41 3.01
106 80 2.751
106 106 2.032
106 143 2.106
106 180 3.525
106 191 3.279
106 195 3.129
106 236 2.432
106 259 2.11
106 270 3.004
106 311 2.191
106 384 3.217
106 413 2.871
106 419 3.081
106 463 2.356
107 93 2.832
107 180 2.303
107 229 2.428
107 244 1.634
107 259 1.984
107 272 1.447
107 278 1.235
107 288 1.976
107 314 1.858
107 317 2.508
107 362 2.339
107 371 1.687
107 390 1.583
107 391 2.32
107 394 2.715
107 395 1.655
107 403 2.427
107 409 1.579
107 429 2.109
107 449 1.466
107 463 1.692
107 473 2.106
108 18 3.243
108 53 2.873
108 77 3.364
108 91 3.352
108 112 3.47
108 116 2.599
108 159 2.836
108 161 3.331
108 221 3.285
108 246 2.501
108 282 3.777
108 285 2.959
108 291 2.946
108 353 3.798
108 422 2.503
108 423 2.743
108 443 2.183
108 444 2.869
108 459 3.54
108 467 3.023
108 487 2.983
109 3 2.801
109 25 2.357
109 66 3.119
109 91 2.498
109 94 3.114
109 126 2.212
109 167 2.476
109 198 1.893
109 248 3.217
109 277 3.001
109 294 2.32
109 315 2.662
109 321 2.569
109 360 1.893
109 460 2.14
109 492 2.193
110 16 2.397
110 20 1.875
110 53 2.031
110 65 2.043
110 74 2.181
110 129 2.095
110 168 1.74
110 183 1.869
110 246 1.41
110 256 2.198
110 266 2.021
110 305 1.299
110 316 2.567
110 373 2.36
110 374 2.018
110 377 2.642
110 452 2.154
110 460 1.977
110 472 2.114
110 498 2.56
111 4 2.227
111 15 2.773
111 19 2.103
111 21 1.572
111 36 3.201
111 114 3.276
111 137 2.425
111 141 2.611
111 146 1.875
111 154 2.71
111 171 2.549
111 178 2.943
111 206 2.095
111 213 2.697
111 215 3.0
111 229 2.634
111 242 2.696
111 293 2.074
111 373 2.75
111 390 2.017
111 395 1.571
111 427 2.148
111 435 2.491
111 482 2.228
111 493 2.992
112 5 2.411
112 6 2.251
112 9 2.097
112 52 2.557
112 69 1.557
112 73 1.972
112 78 2.57
112 113 2.903
112 114 2.733
112 167 2.265
112 215 2.067
112 267 2.024
112 287 1.868
112 291 2.609
112 326 1.828
112 394 2.595
112 395 1.68
112 398 1.496
112 400 2.553
112 447 2.346
112 454 2.076
112 456 2.363
112 491 2.533
113 15 1.679
113 70 1.609
113 74 2.121
113 101 1.742
113 143 1.848
113 153 1.979
113 205 1.834
113 219 2.277
113 229 2.425
113 233 1.154
113 257 2.802
113 301 1.565
113 302 1.989
113 305 1.674
113 306 1.579
113 364 1.845
113 382 2.3
113 431 1.918
113 433 1.706
113 450 1.663
113 465 1.368
113 470 1.277
114 51 2.277
114 54 2.05
114 62 2.494
114 83 1.974
114 92 2.576
114 98 2.394
114 106 1.281
114 117 2.702
114 143 1.769
114 165 2.328
114 198 1.641
114 229 2.213
114 257 2.821
114 265 1.721
114 272 1.765
114 281 2.672
114 291 2.247
114 314 1.455
114 315 2.102
114 336 1.502
114 337 2.69
114 366 2.288
114 398 1.484
114 463 1.934
115 4 3.261
115 5 3.026
115 17 3.049
115 38 3.583
115 74 3.14
115 153 2.912
115 180 4.241
115 193 2.939
115 200 3.196
115 217 2.964
115 284 2.105
115 295 2.491
115 304 3.31
115 314 2.134
115 487 2.954
116 18 2.872
116 24 2.419
116 131 2.647
116 149 3.153
116 150 2.744
116 155 2.555
116 158 2.962
116 167 2.468
116 258 2.87
116 260 2.255
116 264 2.954
116 299 2.894
116 311 1.584
116 326 2.289
116 451 2.559
116 452 2.902
116 462 2.717
116 464 2.567
116 490 2.259
117 7 3.046
117 15 2.465
117 77 3.067
117 92 3.26
117 109 2.311
117 149 3.18
117 170 1.981
117 183 2.739
117 192 2.344
117 197 2.171
117 202 2.876
117 204 2.806
117 209 2.164
117 230 2.221
117 309 3.046
117 344 2.764
117 350 2.585
117 368 2.282
117 440 2.457
117 458 3.105
117 480 1.775
118 60 2.759
118 68 2.028
118 99 2.083
118 107 2.372
118 126 2.028
118 137 2.019
118 160 2.6
118 161 2.192
118 169 2.158
118 184 2.342
118 194 2.518
118 269 2.086
118 294 2.787
118 310 2.815
118 326 1.822
118 343 2.86
118 415 1.833
118 424 2.433
118 433 2.031
118 471 2.725
118 475 2.168
118 484 2.705
119 11 2.564
119 47 3.004
119 48 2.856
119 78 3.123
119 102 2.404
119 188 3.108
119 209 2.544
119 211 3.219
119 275 2.662
119 341 3.232
119 362 2.881
119 394 3.408
119 406 2.495
119 422 2.668
119 470 1.887
119 472 3.023
119 494 3.116
120 25 2.186
120 77 2.545
120 96 2.134
120 123 1.976
120 163 2.145
120 180 2.519
120 192 1.911
120 196 2.456
120 197 1.677
120 198 2.096
120 200 2.615
120 207 2.924
120 217 2.295
120 234 2.615
120 291 2.917
120 310 2.892
120 321 1.731
120 347 2.098
120 371 2.087
120 386 2.634
120 388 2.182
120 399 1.495
120 402 2.345
120 441 2.73
120 442 1.92
120 449 1.318
120 472 2.49
120 494 2.712
121 5 2.786
121 41 2.813
121 115 3.971
121 116 2.218
121 158 3.635
121 199 3.521
121 216 3.449
121 222 2.704
121 306 2.527
121 308 2.801
121 322 2.327
121 327 2.648
121 340 2.242
121 380 1.263
121 388 2.606
121 395 2.364
121 414 3.057
121 461 2.012
121 492 2.322
122 18 2.716
122 44 2.997
122 52 2.996
122 55 2.543
122 58 2.883
122 63 3.624
122 116 1.882
122 118 2.501
122 135 2.475
122 145 2.593
122 174 2.605
122 200 2.914
122 304 3.308
122 314 2.414
122 324 2.775
122 331 2.449
122 349 2.356
122 351 2.402
122 362 2.414
122 438 3.728
122 440 2.505
122 442 2.066
123 2 2.225
123 22 2.671
123 25 2.405
123 56 2.701
123 85 1.807
123 93 2.468
123 108 2.348
123 119 2.255
123 121 3.167
123 123 1.886
123 127 2.302
123 134 1.721
123 135 2.082
123 203 2.618
123 217 2.15
123 237 1.371
123 252 1.891
123 284 1.539
123 354 2.377
123 434 1.778
123 451 1.896
123 493 2.503
124 71 3.172
124 83 2.781
124 85 2.937
124 102 3.186
124 105 2.568
124 112 4.094
124 161 3.574
124 172 3.844
124 291 3.898
124 307 3.241
124 358 2.841
124 364 2.875
124 378 3.193
124 402 3.71
124 408 2.259
124 421 4.753
124 440 3.231
124 449 1.908
124 463 3.084
125 9 2.085
125 56 2.429
125 67 1.997
125 75 1.844
125 110 2.159
125 131 2.345
125 135 1.798
125 197 1.721
125 244 1.701
125 248 3.005
125 250 1.798
125 292 2.416
125 328 2.738
125 357 2.014
125 384 2.158
125 388 2.455
125 398 1.732
125 404 2.249
125 414 2.096
125 435 2.258
125 444 2.588
125 498 2.006
126 21 1.848
126 49 3.076
126 55 2.231
126 57 2.78
126 61 2.863
126 136 1.936
126 167 2.275
126 180 3.121
126 205 2.675
126 242 2.463
126 254 2.564
126 265 1.809
126 305 1.746
126 313 2.455
126 321 2.319
126 359 2.109
126 368 2.16
126 369 1.779
126 380 1.334
126 395 1.789
126 410 2.522
126 413 2.762
126 474 2.989
126 481 2.953
126 489 2.555
126 496 2.317
126 497 2.052
127 0 3.217
127 17 3.017
127 118 2.419
127 121 3.945
127 122 2.545
127 137 2.703
127 219 3.435
127 258 2.93
127 268 3.506
127 278 1.655
127 286 3.489
127 313 3.254
127 337 3.598
127 365 2.892
127 374 3.285
127 376 2.66
127 401 2.804
127 418 3.145
127 449 1.691
127 455 3.09
128 66 3.908
128 131 3.229
128 151 3.325
128 153 3.197
128 154 3.045
128 171 3.144
128 205 3.314
128 241 3.07
128 281 3.243
128 317 3.666
128 319 2.782
128 321 2.441
128 356 3.064
128 372 2.071
128 392 2.6
128 395 2.216
128 430 2.741
128 452 2.822
128 493 3.146
128 494 3.209
129 34 2.635
129 52 2.632
129 111 2.864
129 131 3.198
129 156 3.425
129 195 2.774
129 208 3.68
129 290 3.17
129 313 3.262
129 316 3.045
129 319 2.205
129 344 2.656
129 355 2.287
129 357 2.497
129 366 2.864
129 418 2.853
129 476 2.14
130 26 2.989
130 65 3.084
130 109 2.807
130 113 3.657
130 157 2.69
130 161 2.846
130 183 3.038
130 208 3.299
130 249 2.718
130 289 2.26
130 312 2.718
130 315 3.04
130 320 2.555
130 336 2.462
130 344 2.658
130 380 1.306
130 402 2.915
130 410 3.194
130 420 2.827
130 424 2.765
130 466 2.8
130 477 3.209
130 492 2.486
131 1 1.865
131 14 2.586
131 35 2.124
131 114 2.965
131 165 2.406
131 221 2.397
131 240 2.385
131 295 2.217
131 297 2.208
131 309 2.66
131 349 1.923
131 387 2.743
131 392 2.192
131 419 2.3
131 440 2.016
131 458 2.765
131 477 2.324
131 491 2.613
132 4 2.019
132 21 1.496
132 29 1.633
132 33 2.278
132 41 2.478
132 84 1.807
132 152 2.209
132 158 2.782
132 168 1.656
132 170 1.792
132 240 2.311
132 256 2.341
132 276 2.61
132 293 1.987
132 330 2.537
132 356 2.187
132 383 1.701
132 403 2.191
132 433 2.562
132 447 2.27
132 470 1.796
132 476 1.962
132 483 1.991
133 23 2.823
133 25 1.77
133 40 1.941
133 102 1.639
133 111 2.155
133 112 2.643
133 130 2.01
133 154 2.081
133 242 1.955
133 260 2.486
133 286 2.451
133 291 2.304
133 347 2.208
133 357 2.247
133 390 1.382
133 425 1.824
133 460 2.527
134 11 2.251
134 14 2.879
134 19 2.042
134 51 2.429
134 72 2.68
134 108 2.473
134 125 2.332
134 144 2.168
134 146 1.839
134 149 2.534
134 154 2.179
134 164 1.741
134 177 1.836
134 185 2.485
134 187 2.535
134 208 2.986
134 210 2.24
134 215 2.388
134 259 1.998
134 279 3.222
134 312 2.241
134 330 3.199
134 397 2.539
134 411 2.538
134 429 2.582
134 436 2.031
134 461 1.611
135 55 2.995
135 126 3.073
135 128 2.745
135 134 2.308
135 142 2.983
135 184 2.791
135 186 2.177
135 209 2.61
135 224 2.557
135 280 3.308
135 324 2.924
135 325 3.485
135 342 3.065
135 368 3.134
135 380 1.331
135 438 4.289
135 499 2.796
136 14 2.837
136 61 2.896
136 109 2.33
136 118 2.413
136 156 3.338
136 173 2.575
136 209 2.454
136 237 1.993
136 251 2.308
136 266 2.435
136 272 2.117
136 283 2.172
136 288 2.532
136 329 1.734
136 339 2.472
136 342 3.05
136 402 2.638
136 405 2.964
137 14 2.733
137 89 2.851
137 126 2.234
137 143 2.309
137 158 3.465
137 271 2.804
137 293 2.421
137 300 2.742
137 320 2.792
137 345 2.424
137 353 3.675
137 354 3.157
137 419 2.99
137 422 2.552
137 429 2.957
137 469 2.588
137 484 2.803
138 6 2.217
138 14 2.048
138 21 1.427
138 37 2.67
138 40 2.299
138 55 2.001
138 74 1.921
138 96 1.893
138 97 2.021
138 167 1.84
138 171 2.249
138 232 1.464
138 244 1.938
138 245 2.406
138 256 2.09
138 323 1.663
138 332 2.326
138 347 1.818
138 355 1.804
138 362 2.326
138 392 2.014
138 444 2.367
138 464 2.042
138 490 1.841
139 28 2.192
139 73 1.804
139 133 2.666
139 193 1.858
139 216 2.725
139 232 1.432
139 242 2.188
139 317 2.56
139 347 2.337
139 349 1.976
139 369 1.536
139 388 2.203
139 418 2.43
139 422 1.967
139 486 2.676
139 492 1.856
140 1 1.83
140 36 2.493
140 95 1.863
140 99 2.003
140 167 2.146
140 180 2.735
140 201 2.067
140 203 2.478
140 254 2.153
140 290 1.991
140 301 2.135
140 308 2.255
140 309 2.535
140 334 1.688
140 384 2.036
140 407 2.21
140 447 2.381
140 490 1.94
141 2 3.537
141 8 3.174
141 66 4.073
141 134 2.69
141 145 3.256
141 156 4.055
141 218 3.507
141 224 3.629
141 225 3.244
141 274 3.477
141 282 4.183
141 290 3.785
141 356 3.468
141 375 3.924
141 382 3.892
141 396 3.347
141 425 2.815
142 10 2.935
142 40 2.181
142 58 2.904
142 64 1.927
142 102 1.861
142 105 1.945
142 155 1.969
142 180 2.77
142 186 2.496
142 193 1.91
142 199 2.849
142 303 1.864
142 325 1.85
142 404 1.783
142 412 1.952
142 418 2.537
142 438 3.55
142 478 2.346
143 9 2.385
143 55 2.874
143 71 2.406
143 91 2.465
143 99 2.323
143 103 2.115
143 173 2.643
143 190 3.219
143 202 2.649
143 225 2.733
143 247 1.633
143 253 2.273
143 261 2.156
143 371 2.118
143 397 2.378
143 412 2.605
143 416 2.424
143 439 2.989
143 440 2.531
143 474 3.591
143 477 2.573
143 478 2.811
143 491 3.065
144 34 1.956
144 35 1.543
144 69 1.387
144 72 2.288
144 91 2.201
144 123 1.698
144 131 1.779
144 174 1.801
144 208 2.021
144 216 2.825
144 248 2.516
144 249 1.935
144 295 1.848
144 341 2.097
144 400 2.475
144 409 1.321
144 420 2.295
144 485 2.144
145 3 2.341
145 73 1.629
145 76 1.684
145 142 1.709
145 196 2.147
145 211 2.096
145 250 1.665
145 287 2.362
145 298 2.084
145 320 1.737
145 334 2.229
145 356 1.77
145 380 1.106
145 386 2.21
145 402 2.364
145 455 2.225
145 486 2.446
145 495 2.129
146 3 3.223
146 8 2.414
146 47 2.727
146 84 2.283
146 106 1.846
146 132 2.791
146 149 2.995
146 154 2.517
146 193 2.263
146 217 2.886
146 225 3.065
146 234 3.171
146 236 2.229
146 250 2.376
146 285 2.627
146 341 3.047
146 344 3.301
146 359 2.662
146 392 2.148
146 426 2.146
146 434 2.571
147 5 2.444
147 67 2.243
147 68 2.714
147 100 2.304
147 141 2.959
147 156 2.644
147 168 1.594
147 170 2.515
147 202 2.73
147 249 2.68
147 259 2.051
147 306 2.134
147 312 2.171
147 344 2.18
147 374 2.935
147 397 2.341
147 404 2.27
147 435 2.616
147 453 2.772
147 462 2.577
147 476 2.504
148 28 1.633
148 54 1.823
148 126 1.653
148 140 1.744
148 149 1.862
148 191 1.963
148 244 1.342
148 263 1.661
148 266 1.177
148 270 1.701
148 318 1.886
148 331 1.496
148 399 1.29
148 421 2.263
148 427 1.22
148 429 1.777
148 437 2.093
148 466 1.478
149 11 3.011
149 24 2.58
149 70 3.032
149 139 2.795
149 153 3.34
149 165 3.783
149 177 2.808
149 178 2.973
149 211 3.168
149 225 3.254
149 234 3.248
149 267 2.938
149 286 3.735
149 301 3.021
149 347 2.753
149 350 2.857
149 411 2.745
149 421 4.319
149 466 2.886
149 478 2.927
150 18 3.871
150 31 3.29
150 45 4.025
150 56 4.156
150 65 3.382
150 88 2.591
150 102 3.342
150 120 2.453
150 131 3.471
150 140 3.175
150 158 3.959
150 163 3.159
150 194 3.456
150 240 3.435
150 251 2.866
150 337 4.206
150 339 3.527
150 450 2.877
151 6 1.808
151 31 1.809
151 36 2.101
151 70 1.989
151 84 1.599
151 109 1.583
151 137 1.376
151 144 2.055
151 154 1.81
151 214 2.107
151 232 1.114
151 233 0.786
151 275 1.893
151 281 2.053
151 298 1.296
151 311 1.406
151 327 2.053
151 344 1.768
151 350 1.886
151 352 1.513
151 368 1.424
151 480 1.202
151 487 1.362
152 20 1.863
152 33 2.326
152 56 3.224
152 84 2.272
152 93 3.298
152 110 2.39
152 157 2.939
152 164 2.121
152 185 2.176
152 214 2.691
152 246 1.928
152 277 3.018
152 307 2.26
152 320 2.643
152 325 2.291
152 404 1.811
152 417 1.768
152 427 1.873
152 458 2.771
152 479 2.664
152 484 2.792
152 497 1.867
153 9 2.198
153 26 2.519
153 38 2.234
153 101 2.441
153 252 2.609
153 255 3.16
153 256 3.037
153 283 1.663
153 301 2.216
153 312 2.367
153 317 3.288
153 357 2.78
153 378 2.435
153 431 2.295
153 437 3.387
153 455 2.645
153 484 3.023
153 489 2.076
154 15 2.358
154 67 2.349
154 68 2.454
154 69 1.992
154 124 3.113
154 159 2.411
154 201 2.595
154 256 2.764
154 277 3.11
154 306 2.524
154 334 2.333
154 358 2.46
154 435 2.468
154 444 2.481
154 446 2.723
154 454 2.601
154 455 2.446
154 480 2.05
154 488 2.609
154 495 2.502
155 13 3.082
155 37 4.132
155 89 3.562
155 111 2.586
155 119 2.628
155 139 2.105
155 148 2.392
155 178 2.957
155 217 2.915
155 277 3.046
155 287 3.158
155 307 2.945
155 334 2.621
155 362 2.903
155 363 2.115
155 448 2.452
155 450 2.528
155 479 2.935
155 486 3.532
155 488 2.558
155 497 2.516
156 27 1.586
156 42 1.951
156 55 2.387
156 70 2.345
156 93 2.879
156 259 1.909
156 276 3.074
156 300 2.401
156 316 2.877
156 335 2.269
156 338 2.826
156 339 2.046
156 344 2.65
156 425 1.514
156 465 1.485
156 472 2.343
156 481 2.589
157 2 2.421
157 16 1.623
157 28 2.654
157 69 1.192
157 80 2.287
157 99 2.372
157 145 2.247
157 158 2.948
157 177 2.444
157 207 2.979
157 232 1.522
157 300 2.376
157 370 3.055
157 371 2.447
157 388 2.62
157 389 2.385
157 403 2.418
157 419 2.27
158 5 2.341
158 31 3.387
158 35 2.775
158 68 2.927
158 109 2.822
158 122 2.453
158 123 2.767
158 149 3.312
158 154 2.613
158 175 3.046
158 227 2.323
158 230 2.568
158 255 3.951
158 324 2.77
158 397 3.148
158 417 2.859
158 480 2.128
158 481 3.69
158 495 2.957
159 9 2.389
159 72 2.277
159 103 2.35
159 113 3.613
159 155 2.371
159 173 2.447
159 188 2.534
159 202 2.769
159 208 3.404
159 209 2.126
159 214 3.185
159 257 3.541
159 269 2.762
159 270 2.763
159 497 1.938
159 498 3.057
160 48 3.294
160 61 3.272
160 70 2.907
160 99 3.046
160 113 3.986
160 152 3.456
160 273 3.632
160 294 2.932
160 334 3.075
160 383 2.834
160 385 2.306
160 409 2.287
160 434 2.29
160 465 1.821
161 12 2.215
161 52 2.885
161 75 2.267
161 109 2.297
161 185 2.541
161 187 2.487
161 190 2.511
161 210 2.348
161 233 1.858
161 303 1.844
161 335 1.881
161 410 2.903
161 422 1.765
161 437 3.011
161 478 2.467
162 41 3.152
162 61 3.801
162 118 3.501
162 172 4.052
162 257 4.628
162 268 4.092
162 284 2.742
162 339 3.035
162 357 3.665
162 394 3.995
162 439 3.988
162 456 3.014
162 468 3.281
163 57 2.347
163 127 3.043
163 140 2.618
163 163 2.829
163 186 2.605
163 206 1.818
163 264 2.439
163 266 2.252
163 316 2.452
163 334 2.496
163 338 3.26
163 355 2.16
163 405 3.035
163 462 2.62
163 464 2.974
163 488 2.66
164 30 2.866
164 39 3.284
164 40 2.633
164 47 2.83
164 61 3.199
164 124 3.322
164 141 3.114
164 202 3.116
164 233 2.235
164 297 3.019
164 321 2.757
164 322 2.095
164 330 2.846
164 398 1.979
164 443 2.153
164 478 2.98
165 42 2.144
165 56 3.063
165 61 2.848
165 72 2.526
165 78 3.134
165 102 2.323
165 106 1.465
165 111 2.729
165 160 2.567
165 230 2.041
165 243 2.83
165 246 1.908
165 260 2.58
165 279 3.41
165 359 2.065
165 430 2.797
165 484 3.03
166 84 1.992
166 105 1.829
166 119 2.205
166 131 2.684
166 138 2.308
166 174 2.222
166 182 2.359
166 198 1.983
166 222 2.935
166 261 2.516
166 279 3.107
166 295 2.691
166 296 2.577
166 301 2.153
166 369 1.872
166 398 1.824
166 406 2.222
166 433 2.528
166 470 1.938
167 26 2.139
167 31 1.939
167 71 1.956
167 90 1.612
167 98 2.1
167 119 1.963
167 140 2.018
167 142 1.706
167 172 2.435
167 198 1.516
167 203 2.149
167 209 1.704
167 220 1.474
167 254 1.859
167 303 1.56
167 411 2.284
167 420 2.176
167 451 2.138
167 461 1.625
167 465 1.498
167 470 1.45
167 475 1.773
167 477 2.086
168 7 3.912
168 21 2.366
168 30 3.643
168 34 3.21
168 69 2.157
168 79 3.207
168 93 3.855
168 110 3.244
168 111 2.999
168 172 3.934
168 208 3.689
168 215 3.429
168 277 3.654
168 294 3.611
168 353 3.793
168 364 2.836
168 472 3.638
168 473 3.649
168 479 3.047
169 81 4.56
169 163 2.911
169 173 2.981
169 175 3.113
169 223 3.623
169 239 3.61
169 245 3.916
169 252 3.024
169 270 3.747
169 295 2.988
169 324 3.198
169 339 3.069
169 350 3.375
169 367 2.698
169 412 3.06
169 445 3.964
169 464 3.466
169 487 3.112
170 12 2.533
170 24 2.191
170 62 3.137
170 81 3.739
170 117 2.94
170 126 2.163
170 153 2.759
170 197 1.925
170 199 3.12
170 205 2.833
170 206 2.269
170 224 2.93
170 266 2.354
170 289 2.297
170 341 2.963
170 358 2.247
170 368 2.134
170 441 2.966
170 453 2.968
171 2 2.793
171 11 2.556
171 43 2.798
171 152 2.906
171 155 2.208
171 165 2.961
171 173 2.332
171 196 2.713
171 216 2.612
171 217 2.718
171 226 2.746
171 282 3.288
171 329 1.891
171 337 2.924
171 406 1.681
171 440 2.193
171 457 2.532
171 465 1.749
172 1 1.891
172 12 1.845
172 16 1.968
172 67 1.956
172 68 2.094
172 135 1.5
172 159 2.116
172 170 2.329
172 189 2.538
172 209 1.894
172 221 2.48
172 222 2.365
172 235 1.747
172 274 2.249
172 321 1.812
172 361 1.857
172 394 2.48
172 403 2.548
172 437 2.659
172 463 1.754
172 482 1.497
173 9 2.053
173 56 2.336
173 60 2.686
173 63 2.321
173 90 1.429
173 95 1.611
173 101 2.25
173 150 2.038
173 161 2.129
173 175 2.035
173 190 2.075
173 253 1.576
173 280 2.734
173 290 2.293
173 308 2.128
173 310 2.488
173 329 1.341
173 333 1.743
173 364 1.896
173 444 1.75
173 447 2.198
173 466 1.923
173 472 2.378
174 20 1.882
174 33 2.275
174 35 1.871
174 41 2.032
174 67 2.052
174 73 2.29
174 124 2.642
174 139 1.9
174 153 1.849
174 162 2.263
174 181 2.347
174 277 2.637
174 326 1.708
174 364 2.149
174 377 2.134
174 401 2.251
174 405 2.401
174 451 1.971
174 478 1.807
175 23 3.04
175 25 2.808
175 26 2.707
175 32 3.01
175 43 2.694
175 58 2.877
175 93 3.33
175 123 2.132
175 174 2.675
175 182 2.834
175 184 2.355
175 215 2.752
175 298 2.923
175 312 2.572
175 323 2.333
175 346 2.423
175 347 2.597
175 356 2.857
175 361 2.329
175 373 2.893
175 390 2.256
175 397 2.82
175 405 3.416
175 412 2.58
175 430 2.767
175 451 2.254
176 3 3.153
176 5 2.653
176 21 1.281
176 65 1.919
176 103 2.481
176 109 2.525
176 111 2.297
176 115 3.523
176 124 2.698
176 140 2.064
176 151 2.653
176 230 2.014
176 244 1.865
176 286 2.92
176 317 2.753
176 346 2.374
176 353 2.951
176 376 2.464
176 387 3.06
176 428 2.506
176 467 2.821
176 484 3.015
177 3 3.011
177 48 2.233
177 50 2.128
177 59 2.687
177 96 2.083
177 125 2.49
177 144 2.357
177 145 2.556
177 209 2.077
177 223 2.684
177 224 2.545
177 228 3.078
177 237 1.998
177 245 2.577
177 268 3.133
177 288 2.329
177 328 3.01
177 355 2.316
177 365 2.533
177 410 2.526
177 421 3.269
177 461 1.824
177 486 2.789
178 42 2.705
178 62 3.038
178 89 3.105
178 92 3.263
178 145 2.469
178 160 2.545
178 186 2.182
178 195 2.892
178 341 3.002
178 348 2.482
178 351 2.223
178 352 2.467
178 382 2.886
178 386 2.686
178 398 1.901
178 486 3.054
179 0 2.713
179 28 2.553
179 30 3.02
179 31 2.235
179 94 2.978
179 129 2.414
