31249 1000
127 477 1.972
127 484 1.607
127 506 0.892
127 510 0.497
127 523 0.623
127 540 2.701
127 543 2.466
127 545 5.236
127 601 4.079
127 614 0.732
127 634 0.511
127 694 4.025
127 710 0.631
127 711 5.992
127 713 3.648
127 718 1.565
127 741 4.72
127 794 3.27
128 0 1.016
128 23 4.97
128 31 4.842
128 96 2.983
128 121 5.95
128 145 5.13
128 157 0.865
128 159 5.103
128 234 0.01
128 241 3.641
128 259 0.345
128 276 0.95
128 283 4.372
128 296 4.471
128 303 2.751
128 308 7.727
128 317 2.117
128 332 5.051
128 337 2.71
128 384 0.386
128 391 3.421
128 400 2.119
128 412 2.671
128 438 5.895
128 444 4.301
128 465 4.429
128 510 1.894
128 582 0.669
128 586 0.048
128 614 4.894
128 616 7.42
128 633 1.8
128 661 6.569
128 738 4.853
128 742 2.326
128 747 2.335
128 750 4.147
128 782 3.174
129 13 3.33
129 22 0.451
129 71 1.533
129 81 2.098
129 110 0.769
129 132 1.402
129 134 4.403
129 140 3.07
129 146 1.976
129 153 2.701
129 155 2.913
129 156 1.29
129 159 2.324
129 197 1.726
129 216 4.261
129 231 2.008
129 238 2.055
129 270 1.81
129 272 1.98
129 275 2.499
129 349 6.222
129 360 0.82
129 361 0.762
129 375 1.93
129 411 3.134
129 435 0.787
129 463 3.66
129 473 3.587
129 487 1.907
129 503 1.361
129 517 1.257
129 518 1.553
129 557 6.093
129 583 1.017
129 622 2.304
129 626 1.456
129 642 1.903
129 652 2.644
129 689 3.491
129 722 1.752
129 730 2.31
129 778 4.494
129 781 3.031
129 791 4.138
130 29 2.755
130 39 1.097
130 62 3.036
130 117 3.674
130 123 2.574
130 134 6.329
130 152 5.438
130 174 4.998
130 209 4.384
130 247 7.115
130 332 5.824
130 334 3.574
130 350 5.776
130 382 0.227
130 384 6.212
130 509 5.399
130 519 3.517
130 520 0.46
130 536 1.798
130 540 1.61
130 543 3.81
130 572 0.937
130 574 4.795
130 581 5.227
130 600 0.243
130 605 7.779
130 618 3.771
130 619 4.696
130 639 8.481
130 641 2.801
130 642 4.858
130 658 5.263
130 665 4.339
130 722 4.047
130 743 3.459
130 750 4.03
130 755 5.502
130 768 3.272
130 771 4.673
130 774 5.522
130 780 3.6
131 4 4.928
131 6 2.848
131 60 3.565
131 67 3.05
131 88 0.592
131 112 8.893
131 115 2.749
131 120 6.466
131 170 1.585
131 179 3.941
131 194 3.992
131 245 1.705
131 282 2.082
131 294 7.135
131 308 3.972
131 360 4.833
131 367 5.038
131 383 3.784
131 394 2.979
131 397 2.742
131 428 5.202
131 442 9.123
131 483 3.923
131 505 1.152
131 554 9.615
131 557 6.352
131 580 2.482
131 599 4.857
131 628 2.33
131 660 3.228
131 662 6.834
131 687 6.618
131 699 5.828
131 711 4.391
131 717 4.461
131 719 0.355
131 725 3.717
131 735 2.946
131 768 6.273
132 15 0.428
132 19 1.982
132 57 2.124
132 60 2.699
132 63 4.877
132 71 2.056
132 78 4.203
132 80 2.61
132 84 6.634
132 120 4.195
132 177 3.822
132 218 1.803
132 275 3.61
132 284 3.423
132 303 1.684
132 317 2.715
132 353 5.575
132 358 7.361
132 380 1.128
132 391 4.425
132 410 1.463
132 430 1.267
132 450 3.309
132 482 1.677
132 529 2.165
132 584 2.187
132 585 4.962
132 591 2.165
132 599 2.943
132 617 0.546
132 630 6.608
132 637 1.85
132 728 0.594
132 735 1.001
133 8 0.346
133 56 0.781
133 91 3.422
133 98 1.699
133 107 1.977
133 111 0.809
133 127 3.462
133 132 1.818
133 184 3.721
133 225 3.352
133 237 6.684
133 250 6.752
133 277 0.882
133 291 5.103
133 317 2.375
133 336 2.916
133 344 1.915
133 355 2.889
133 356 0.519
133 367 0.4
133 385 4.557
133 407 5.233
133 416 1.672
133 439 1.355
133 440 1.39
133 462 0.434
133 470 3.474
133 471 1.552
133 504 1.287
133 532 0.69
133 541 2.419
133 570 0.607
133 587 0.073
133 589 3.547
133 619 2.347
133 627 3.977
133 630 2.19
133 633 5.829
133 642 1.328
133 644 1.384
133 662 0.68
133 681 0.022
133 692 3.799
133 707 4.22
133 727 1.203
133 755 0.171
133 756 0.702
133 761 5.857
133 765 0.201
133 780 2.119
133 784 2.872
134 4 4.549
134 19 4.68
134 29 2.019
134 41 1.519
134 44 3.205
134 49 5.273
134 53 3.215
134 59 4.433
134 77 2.277
134 99 1.562
134 112 2.158
134 153 3.08
134 165 3.878
134 188 3.505
134 202 2.73
134 216 0.071
134 245 0.291
134 292 6.028
134 313 7.225
134 317 4.192
134 338 2.657
134 353 1.98
134 403 0.001
134 418 6.019
134 446 4.281
134 496 4.704
134 500 0.043
134 506 2.728
134 523 3.888
134 544 0.426
134 546 1.75
134 625 8.0
134 631 2.193
134 640 5.027
134 665 3.314
134 679 5.365
134 687 2.855
134 688 1.31
134 737 5.381
134 767 4.266
135 41 1.517
135 61 1.067
135 77 2.046
135 86 2.338
135 97 2.808
135 148 4.277
135 154 0.612
135 221 0.1
135 256 3.932
135 259 1.287
135 308 2.795
135 337 5.401
135 388 1.72
135 395 0.939
135 432 0.305
135 492 1.307
135 497 2.355
135 505 0.503
135 514 2.002
135 519 1.761
135 537 2.396
135 541 1.533
135 616 6.448
135 625 5.554
135 626 0.21
135 665 3.537
135 685 5.925
135 687 3.36
135 719 2.238
135 743 1.215
135 765 0.527
135 781 0.017
135 797 3.496
135 798 1.056
136 12 3.157
136 13 2.411
136 24 4.011
136 55 2.477
136 80 2.518
136 92 0.514
136 123 4.784
136 129 2.589
136 131 1.334
136 144 0.253
136 149 4.147
136 150 4.148
136 164 1.205
136 217 3.139
136 228 2.026
136 243 2.535
136 248 3.439
136 254 3.286
136 272 1.624
136 279 0.507
136 285 1.842
136 292 4.967
136 300 0.677
136 308 0.154
136 346 3.802
136 364 2.568
136 440 1.205
136 511 3.508
136 530 3.572
136 582 1.986
136 590 0.42
136 619 5.327
136 627 2.42
136 639 2.184
136 682 3.073
136 695 1.242
136 720 2.733
136 739 1.154
136 746 1.847
136 793 2.727
136 795 2.242
136 796 1.106
137 38 5.36
137 54 2.154
137 65 6.787
137 73 6.423
137 90 3.59
137 210 3.149
137 223 6.517
137 289 4.448
137 350 2.599
137 351 3.474
137 358 1.678
137 359 4.136
137 360 3.878
137 373 6.369
137 377 2.952
137 389 0.531
137 399 4.031
137 405 2.297
137 455 5.043
137 487 1.888
137 496 2.235
137 518 1.721
137 527 5.605
137 539 2.932
137 553 6.042
137 620 2.046
137 631 2.156
137 670 1.952
137 678 7.095
137 683 2.328
137 693 5.469
137 698 4.064
137 700 1.729
137 723 4.85
137 735 2.195
137 736 4.635
137 764 0.564
137 767 4.017
137 790 5.006
137 796 4.489
138 29 0.72
138 34 0.521
138 40 3.678
138 83 0.125
138 84 0.442
138 85 0.089
138 89 3.317
138 104 3.248
138 111 2.24
138 120 1.197
138 142 3.21
138 151 3.369
138 165 0.043
138 179 6.02
138 218 1.502
138 234 0.379
138 262 0.271
138 266 7.952
138 301 1.057
138 312 1.545
138 318 3.652
138 337 0.528
138 382 0.86
138 390 3.971
138 395 3.319
138 397 3.41
138 411 2.865
138 440 4.139
138 470 6.772
138 491 2.152
138 500 3.885
138 501 4.363
138 585 0.877
138 597 2.915
138 650 3.229
138 662 2.273
138 677 0.551
138 717 3.223
138 724 8.428
138 731 1.507
138 734 1.438
139 2 4.282
139 9 0.311
139 15 1.176
139 23 4.086
139 48 5.167
139 101 3.977
139 190 1.483
139 205 0.226
139 214 2.475
139 226 0.917
139 229 2.536
139 233 5.183
139 264 3.577
139 291 5.199
139 320 0.839
139 329 1.382
139 332 8.056
139 342 3.034
139 362 6.285
139 376 1.843
139 380 2.361
139 392 4.312
139 407 4.156
139 420 3.833
139 430 1.379
139 471 1.454
139 502 0.048
139 551 4.278
139 572 2.936
139 574 3.103
139 604 1.117
139 624 0.33
139 645 4.046
139 649 4.692
139 682 2.027
139 713 3.471
140 2 5.169
140 37 5.003
140 51 2.459
140 72 4.215
140 74 3.518
140 140 1.498
140 141 0.754
140 142 2.711
140 145 5.491
140 282 0.851
140 298 3.953
140 317 3.3
140 378 5.761
140 382 1.166
140 419 0.509
140 427 2.587
140 485 3.3
140 526 5.538
140 538 0.376
140 555 2.104
140 570 2.383
140 588 1.78
140 604 3.261
140 634 2.731
140 643 4.052
140 649 4.237
140 656 1.843
140 672 1.415
140 676 0.991
140 709 0.787
140 716 3.285
140 757 1.446
140 769 6.729
140 788 3.741
141 14 1.309
141 30 0.372
141 67 0.573
141 110 3.166
141 126 5.714
141 129 7.915
141 142 2.052
141 147 3.888
141 151 4.378
141 160 4.755
141 217 4.859
141 221 2.38
141 230 1.594
141 242 2.631
141 293 4.625
141 336 1.643
141 343 4.774
141 376 4.972
141 383 3.074
141 385 2.506
141 401 7.129
141 427 5.645
141 463 1.846
141 473 1.305
141 477 2.49
141 478 1.944
141 512 3.516
141 522 0.016
141 571 1.321
141 622 4.022
141 634 0.968
141 710 3.049
141 738 0.224
141 739 1.023
141 740 4.084
141 772 5.514
142 4 2.411
142 16 2.871
142 37 2.175
142 39 0.561
142 72 4.998
142 73 0.836
142 106 1.587
142 119 0.166
142 130 0.052
142 176 4.165
142 215 1.766
142 243 1.306
142 249 2.213
142 286 2.119
142 297 3.895
142 309 1.41
142 313 1.617
142 331 4.578
142 351 1.082
142 357 4.109
142 365 0.176
142 388 0.822
142 431 3.977
142 440 0.214
142 450 1.737
142 458 2.151
142 466 1.79
142 484 4.246
142 489 2.958
142 491 1.569
142 534 3.59
142 624 3.358
142 647 2.751
142 664 0.658
142 718 2.123
142 743 2.584
142 760 2.747
142 769 5.237
142 771 4.136
142 781 0.115
142 793 1.254
143 9 1.261
143 16 3.643
143 28 2.456
143 39 0.523
143 48 1.637
143 49 2.202
143 71 4.726
143 87 2.569
143 100 4.063
143 106 1.689
143 156 0.768
143 158 5.109
143 213 5.226
143 214 1.176
143 244 1.932
143 278 0.842
143 323 3.905
143 324 7.432
143 351 1.676
143 395 0.96
143 421 4.051
143 470 2.24
143 484 4.423
143 523 2.585
143 535 4.896
143 591 1.475
143 624 2.357
143 631 2.844
143 642 5.457
143 646 2.434
143 652 3.463
143 656 1.157
143 661 4.218
143 687 6.018
143 743 2.279
143 764 4.323
143 788 0.872
143 794 2.104
143 796 5.492
144 27 1.148
144 51 3.51
144 54 1.507
144 87 0.308
144 97 0.035
144 99 1.821
144 111 3.578
144 116 6.867
144 127 0.355
144 157 2.305
144 158 6.715
144 160 0.528
144 177 3.349
144 182 6.074
144 239 4.75
144 270 3.359
144 271 4.247
144 292 5.794
144 348 0.773
144 450 1.417
144 472 2.473
144 474 3.356
144 478 2.028
144 485 5.582
144 539 4.492
144 555 5.253
144 569 4.592
144 581 3.09
144 622 1.911
144 633 6.142
144 643 1.699
144 650 3.868
144 698 1.415
144 705 6.473
144 747 0.406
144 765 3.773
144 792 5.699
145 2 0.734
145 21 0.709
145 40 0.136
145 58 0.808
145 67 2.348
145 68 0.01
145 100 0.097
145 140 3.758
145 150 0.1
145 219 4.666
145 264 1.207
145 282 2.994
145 298 0.725
145 314 1.534
145 321 1.964
145 364 1.935
145 384 0.688
145 399 1.987
145 428 0.931
145 439 1.428
145 448 1.245
145 450 2.415
145 475 4.128
145 497 0.423
145 502 0.327
145 512 1.354
145 520 2.013
145 523 4.519
145 600 1.925
145 631 0.014
145 664 0.661
145 666 1.932
145 693 3.08
145 701 4.571
145 745 4.059
145 746 1.254
145 768 2.128
145 770 3.706
145 793 0.845
145 797 2.269
146 40 2.137
146 51 2.81
146 58 3.905
146 76 3.361
146 95 2.617
146 107 3.617
146 123 5.949
146 142 4.489
146 173 3.207
146 177 5.151
146 189 0.811
146 212 6.357
146 219 1.522
146 236 2.526
146 241 4.088
146 277 4.476
146 293 2.172
146 298 0.071
146 302 0.027
146 303 5.239
146 304 0.04
146 385 5.587
146 419 2.164
146 541 3.304
146 580 4.476
146 581 4.437
146 619 2.187
146 651 6.568
146 676 4.659
146 691 6.035
146 701 1.777
146 717 1.164
146 719 1.488
146 721 3.24
146 725 4.011
146 751 4.745
146 752 4.188
146 764 5.409
146 766 2.84
146 773 1.7
146 790 0.168
147 4 1.412
147 37 0.281
147 81 2.772
147 103 0.594
147 118 1.549
147 148 0.534
147 152 1.011
147 163 3.777
147 186 2.155
147 195 2.789
147 199 3.342
147 205 2.763
147 236 2.489
147 237 2.736
147 246 0.36
147 278 0.582
147 293 3.72
147 349 0.482
147 381 4.842
147 472 3.323
147 530 3.728
147 541 0.053
147 545 1.205
147 553 3.544
147 564 1.946
147 570 1.643
147 574 3.893
147 575 1.249
147 580 0.234
147 619 0.324
147 622 1.033
147 649 0.405
147 708 2.37
147 712 0.128
147 747 0.458
147 748 0.537
147 772 4.455
148 18 3.089
148 26 6.188
148 39 6.754
148 48 8.536
148 115 2.783
148 124 1.648
148 136 3.367
148 161 3.952
148 193 5.19
148 230 6.37
148 238 8.41
148 273 4.815
148 280 7.576
148 281 4.055
148 312 1.843
148 331 0.556
148 353 0.872
148 402 3.586
148 422 5.757
148 443 1.328
148 445 6.489
148 454 1.99
148 467 3.305
148 482 3.747
148 492 3.411
148 525 0.236
148 561 3.85
148 607 4.515
148 609 9.508
148 649 4.068
148 715 0.608
148 721 3.084
148 755 2.636
148 772 4.607
148 779 6.007
148 781 0.695
149 16 2.953
149 49 0.068
149 59 2.061
149 66 3.638
149 118 0.041
149 122 0.166
149 149 4.505
149 160 4.704
149 166 4.503
149 182 2.129
149 190 2.233
149 210 5.175
149 215 6.45
149 219 6.681
149 301 6.475
149 312 4.125
149 338 0.025
149 348 0.012
149 361 4.372
149 372 3.426
149 374 3.857
149 386 0.142
149 399 1.799
149 405 5.633
149 412 1.142
149 433 0.212
149 444 3.87
149 451 4.293
149 484 3.919
149 500 2.411
149 511 3.97
149 516 2.813
149 575 1.771
149 591 2.479
149 595 4.421
149 653 3.016
149 658 5.655
149 674 6.311
149 680 3.658
149 689 0.679
149 728 4.778
149 732 3.908
149 793 2.528
150 11 0.643
150 15 0.533
150 28 1.941
150 59 0.492
150 74 2.163
150 78 1.689
150 80 0.547
150 81 2.823
150 89 2.687
150 101 1.696
150 132 0.831
150 177 2.651
150 187 0.373
150 188 0.77
150 263 0.699
150 275 2.043
150 285 0.824
150 299 0.012
150 302 1.16
150 326 0.251
150 331 1.792
150 336 2.819
150 342 2.101
150 345 0.799
150 376 1.029
150 383 1.326
150 415 2.002
150 447 2.111
150 471 2.301
150 506 2.716
150 543 2.42
150 547 1.218
150 556 2.428
150 576 1.191
150 595 3.084
150 608 1.537
150 661 1.058
150 695 0.203
150 723 1.665
150 748 2.741
150 750 1.314
151 10 1.878
151 16 6.022
151 21 3.022
151 27 0.003
151 29 1.9
151 35 7.73
151 46 7.378
151 88 2.967
151 94 6.172
151 103 0.607
151 127 1.832
151 138 3.587
151 146 0.005
151 175 2.186
151 176 4.568
151 181 6.447
151 260 2.961
151 262 1.242
151 311 1.733
151 329 0.039
151 336 4.728
151 357 8.725
151 385 1.602
151 395 1.008
151 473 5.639
151 533 4.224
151 562 2.993
151 575 6.686
151 596 6.232
151 598 4.59
151 639 3.766
151 641 7.452
151 645 2.675
151 663 6.318
151 665 0.088
151 666 4.792
151 671 2.303
151 683 1.047
151 690 2.475
151 708 3.656
151 749 3.128
151 753 0.397
151 776 10.654
151 780 1.762
151 793 2.523
151 796 7.851
152 2 7.904
152 15 4.058
152 16 2.731
152 66 3.89
152 112 1.115
152 144 2.255
152 176 1.382
152 199 1.51
152 200 1.047
152 207 3.707
152 214 1.444
152 278 4.48
152 292 6.448
152 293 6.372
152 315 4.167
152 352 3.723
152 354 0.03
152 369 8.271
152 391 2.192
152 406 3.091
152 447 2.926
152 449 4.585
152 456 2.83
152 474 2.051
152 485 3.449
152 493 2.62
152 512 2.147
152 528 4.302
152 560 2.085
152 575 1.089
152 576 2.066
152 597 0.817
152 598 4.248
152 616 5.166
152 652 3.179
152 658 4.355
152 675 1.864
152 689 2.991
152 727 5.232
152 740 1.509
152 741 1.693
152 752 3.152
152 759 2.683
152 786 7.658
152 790 2.11
153 7 3.626
153 25 2.326
153 34 1.506
153 53 1.519
153 95 3.135
153 108 1.184
153 110 1.482
153 124 2.275
153 139 3.106
153 147 0.572
153 153 1.629
153 190 0.303
153 191 2.977
153 223 4.31
153 236 0.941
153 285 1.83
153 294 1.948
153 361 0.579
153 414 0.004
153 417 1.301
153 419 0.441
153 420 0.49
153 441 0.562
153 447 2.177
153 459 0.434
153 463 2.557
153 474 1.462
153 482 2.542
153 513 1.406
153 518 2.265
153 527 0.553
153 580 1.752
153 586 1.636
153 618 0.65
153 661 3.261
153 663 3.281
153 666 3.246
153 683 0.892
153 742 1.545
153 749 3.461
153 756 0.647
153 768 3.157
153 770 4.072
153 785 2.206
154 49 0.13
154 54 1.039
154 66 2.599
154 77 2.644
154 97 3.009
154 104 1.001
154 173 2.932
154 183 5.103
154 206 0.202
154 210 3.079
154 227 4.613
154 244 1.122
154 303 2.188
154 329 0.948
154 356 2.117
154 386 0.617
154 391 0.183
154 394 0.49
154 397 0.065
154 431 0.83
154 453 1.132
154 454 2.146
154 457 0.468
154 475 0.511
154 493 3.284
154 508 1.335
154 535 0.55
154 579 1.258
154 598 0.249
154 630 3.99
154 636 1.853
154 643 0.646
154 646 5.612
154 665 1.249
154 670 0.742
154 731 4.383
154 752 4.311
155 15 1.989
155 46 7.763
155 51 0.611
155 64 2.926
155 73 1.653
155 91 6.029
155 123 2.15
155 159 4.889
155 164 4.567
155 180 4.498
155 191 3.471
155 193 0.934
155 200 1.752
155 232 4.967
155 234 0.279
155 245 0.801
155 252 0.072
155 255 3.432
155 261 3.382
155 281 1.578
155 301 6.917
155 338 1.874
155 355 1.538
155 362 3.672
155 369 0.865
155 408 0.56
155 445 3.248
155 506 4.816
155 509 4.38
155 534 7.824
155 539 5.003
155 565 4.209
155 575 4.797
155 584 3.123
155 587 4.467
155 654 1.531
155 665 0.801
155 697 1.927
155 719 0.656
155 782 3.299
156 31 3.25
156 54 0.424
156 74 3.623
156 84 4.264
156 112 3.507
156 116 7.202
156 134 7.685
156 231 0.136
156 307 3.25
156 333 2.411
156 351 1.368
156 379 4.667
156 415 3.635
156 416 1.706
156 430 2.792
156 456 4.253
156 469 2.371
156 533 4.176
156 542 0.192
156 554 3.151
156 569 2.078
156 573 4.07
156 584 3.825
156 601 2.299
156 628 0.522
156 635 4.918
156 641 4.04
156 652 3.589
156 663 3.197
156 678 1.01
156 681 3.045
156 692 2.043
156 709 3.747
156 716 7.13
156 734 4.666
156 742 4.003
156 747 3.734
156 772 2.846
156 777 2.514
156 792 4.605
156 796 7.499
157 2 7.396
157 22 1.568
157 34 1.835
157 63 2.465
157 118 2.107
157 120 4.883
157 124 3.134
157 143 5.43
157 174 6.411
157 184 4.095
157 220 1.455
157 231 2.313
157 233 0.288
157 235 5.066
157 259 0.035
157 267 5.407
157 289 0.857
157 364 2.127
157 411 4.717
157 417 4.692
157 436 3.317
157 494 4.048
157 514 7.086
157 538 5.321
157 585 2.584
157 624 4.977
157 646 2.527
157 675 3.127
157 680 2.654
157 692 2.767
157 710 2.963
157 737 5.933
157 774 3.719
157 781 1.238
157 799 1.555
158 0 2.227
158 40 0.71
158 47 0.382
158 52 0.667
158 77 3.333
158 83 1.11
158 96 3.77
158 127 2.016
158 162 0.247
158 176 1.298
158 179 0.832
158 237 3.867
158 274 2.263
158 288 2.136
158 297 5.995
158 308 2.147
158 317 2.399
158 320 0.997
158 329 0.469
158 348 0.519
158 365 0.238
158 371 2.084
158 378 1.478
158 389 3.312
158 404 1.477
158 426 3.281
158 441 0.074
158 449 1.952
158 461 0.575
158 518 1.894
158 521 2.381
158 524 0.769
158 526 3.629
158 534 4.081
158 542 1.659
158 552 1.076
158 576 3.002
158 583 1.641
158 584 1.767
158 715 0.652
159 25 2.687
159 71 0.546
159 110 0.66
159 152 1.564
159 156 3.524
159 169 1.445
159 170 3.431
159 182 1.616
159 191 4.827
159 221 1.423
159 249 1.326
159 307 4.014
159 311 3.082
159 327 1.978
159 354 3.197
159 399 1.718
159 424 4.705
159 464 6.279
159 477 1.705
159 501 3.099
159 505 0.518
159 543 4.045
159 568 2.405
159 585 4.064
159 588 3.772
159 614 1.284
159 622 0.96
159 624 0.061
159 643 2.254
159 652 3.938
159 698 4.713
159 704 1.059
159 715 0.367
159 720 4.301
159 739 4.56
159 742 0.39
159 753 0.798
159 788 3.471
159 799 5.622
160 7 6.55
160 25 4.058
160 43 2.824
160 59 4.822
160 112 3.026
160 118 0.027
160 122 0.6
160 151 0.845
160 174 2.46
160 181 5.877
160 203 4.011
160 237 2.899
160 250 0.716
160 308 1.431
160 316 0.838
160 331 2.965
160 412 2.504
160 456 0.013
160 458 5.43
160 528 5.205
160 559 0.859
160 560 3.823
160 572 3.023
160 591 5.121
160 592 1.069
160 656 3.119
160 680 5.785
160 681 3.005
160 699 3.306
160 700 3.434
160 750 3.914
161 55 3.525
161 61 3.293
161 95 1.4
161 102 2.23
161 125 0.76
161 134 0.015
161 198 2.902
161 211 3.427
161 214 3.488
161 217 1.301
161 224 3.828
161 234 0.911
161 247 0.501
161 262 1.07
161 265 2.725
161 289 3.041
161 296 1.803
161 318 0.557
161 325 1.468
161 330 2.767
161 345 3.064
161 348 0.35
161 368 2.864
161 431 5.174
161 432 0.344
161 433 0.406
161 463 3.272
161 467 0.95
161 469 0.007
161 479 2.047
161 487 0.026
161 523 0.264
161 580 1.203
161 616 7.025
161 618 1.29
161 643 3.367
161 699 2.995
161 738 5.32
161 740 0.64
161 796 4.889
162 13 0.875
162 38 5.767
162 40 0.276
162 70 1.239
162 140 2.428
162 155 1.842
162 160 0.157
162 193 4.999
162 205 1.889
162 261 3.526
162 262 3.185
162 271 1.433
162 287 2.48
162 299 5.461
162 345 1.399
162 369 0.156
162 376 2.093
162 447 2.087
162 449 1.135
162 474 2.22
162 476 0.788
162 546 4.683
162 556 5.663
162 575 4.375
162 610 0.596
162 613 3.672
162 630 0.18
162 633 2.461
162 634 4.732
162 656 2.752
162 657 3.183
162 659 1.772
162 678 1.343
162 699 0.414
162 750 3.82
162 797 4.288
163 66 1.152
163 90 4.747
163 92 1.961
163 108 2.092
163 132 0.454
163 137 1.701
163 149 3.025
163 243 6.868
163 256 7.084
163 277 3.554
163 283 4.7
163 340 1.281
163 348 0.136
163 365 5.686
163 372 1.661
163 386 5.232
163 423 5.433
163 477 0.799
163 493 3.027
163 498 3.843
163 519 0.961
163 544 0.049
163 555 3.792
163 574 3.529
163 630 2.995
163 640 5.074
163 643 3.593
163 653 0.31
163 682 4.1
163 683 3.088
163 688 1.509
163 703 2.656
163 733 5.37
163 740 1.815
163 742 3.652
163 748 2.416
163 753 3.478
163 787 5.663
163 790 1.701
163 793 2.919
164 58 2.2
164 61 2.173
164 86 3.539
164 104 6.192
164 111 5.576
164 120 3.014
164 149 1.738
164 166 6.583
164 177 3.206
164 179 6.461
164 199 4.923
164 216 2.34
164 235 5.073
164 240 3.799
164 258 3.375
164 374 2.341
164 385 3.096
164 386 4.762
164 396 4.345
164 404 8.231
164 420 3.683
164 421 1.755
164 437 3.897
164 444 4.513
164 468 4.568
164 476 4.487
164 500 5.162
164 532 4.564
164 551 3.792
164 628 0.341
164 634 1.843
164 647 1.094
164 693 3.537
164 699 0.708
164 732 5.657
164 733 7.24
164 737 4.99
164 757 6.594
164 766 1.354
164 787 4.214
165 3 3.601
165 57 5.133
165 75 0.557
165 99 1.446
165 101 2.259
165 113 5.33
165 133 1.571
165 192 4.176
165 202 2.175
165 215 0.506
165 242 0.487
165 252 1.992
165 291 0.714
165 319 1.776
165 323 1.586
165 347 1.766
165 349 7.611
165 371 2.809
165 376 6.024
165 394 2.994
165 430 1.826
165 447 0.231
165 455 2.574
165 491 3.729
165 514 5.714
165 539 0.968
165 541 2.217
165 554 1.71
165 592 0.523
165 609 2.047
165 619 0.729
165 631 1.524
165 645 0.246
165 656 1.027
165 669 3.91
165 674 4.699
165 692 2.586
165 712 2.918
165 753 3.239
165 792 4.603
165 798 1.938
166 16 3.12
166 20 1.95
166 60 0.858
166 63 2.027
166 82 0.672
166 129 0.377
166 138 0.853
166 155 0.44
166 156 2.213
166 180 0.814
166 218 1.431
166 234 0.3
166 245 0.208
166 246 0.053
166 274 1.845
166 277 0.516
166 292 1.212
166 302 0.637
166 322 1.069
166 341 0.906
166 346 0.31
166 349 0.429
166 361 0.252
166 370 0.055
166 374 0.807
166 410 2.77
166 413 1.457
166 419 1.165
166 475 2.136
166 494 0.775
166 511 0.645
166 529 2.603
166 534 0.452
166 550 1.898
166 571 1.528
166 593 0.713
166 613 1.364
166 616 0.004
166 640 3.51
166 675 0.195
166 685 0.063
166 698 0.989
166 705 2.746
166 772 0.521
166 781 1.58
167 6 3.237
167 64 4.074
167 118 4.035
167 120 2.799
167 150 6.001
167 177 4.875
167 215 1.123
167 230 4.328
167 235 2.506
167 236 1.771
167 248 0.198
167 271 3.409
167 282 0.846
167 293 2.692
167 303 6.389
167 311 7.474
167 332 1.924
167 339 5.181
167 350 1.301
167 391 0.489
167 408 0.221
167 427 4.755
167 431 2.975
167 451 3.304
167 521 0.036
167 530 0.023
167 537 5.032
167 548 0.236
167 582 2.44
167 610 2.752
167 627 2.349
167 664 6.552
167 743 1.621
167 744 5.257
167 745 0.013
167 756 5.678
167 762 5.158
167 767 2.014
168 3 4.058
168 37 0.582
168 66 3.523
168 107 2.412
168 117 7.737
168 124 1.995
168 129 5.22
168 153 6.597
168 189 0.854
168 219 2.572
168 227 7.197
168 264 3.043
168 276 2.789
168 316 1.603
168 369 9.186
168 381 5.998
168 389 7.614
168 401 5.056
168 407 3.904
168 458 4.464
168 463 0.027
168 468 1.335
168 475 6.878
168 478 3.895
168 481 3.894
168 486 3.093
168 487 4.418
168 495 1.211
168 557 4.455
168 561 4.658
168 564 1.756
168 584 3.416
168 595 5.167
168 626 6.445
168 642 5.605
168 651 5.719
168 691 3.504
168 726 4.22
168 733 2.372
168 743 3.413
168 754 4.235
168 765 1.556
169 2 3.727
169 22 4.019
169 28 3.886
169 95 5.374
169 101 4.674
169 131 2.509
169 153 1.472
169 155 9.726
169 166 0.054
169 208 3.006
169 250 1.208
169 263 2.914
169 266 6.713
169 290 5.241
169 329 4.994
169 337 3.119
169 368 3.548
169 370 4.34
169 373 4.72
169 386 2.282
169 420 2.974
169 431 1.017
169 438 4.53
169 477 0.594
169 504 2.071
169 510 4.609
169 538 0.973
169 561 2.268
169 589 2.693
169 644 0.495
169 662 3.616
169 697 0.249
169 752 2.829
170 4 3.575
170 41 2.34
170 55 0.918
170 89 2.981
170 114 2.767
170 138 5.405
170 170 6.373
170 171 1.378
170 178 6.814
170 181 4.371
170 222 2.208
170 229 3.424
170 298 4.197
170 326 3.48
170 389 2.749
170 410 1.783
170 452 2.687
170 484 3.922
170 510 4.167
170 560 3.569
170 580 5.957
170 618 1.287
170 630 1.61
170 633 5.36
170 637 0.935
170 659 1.618
170 668 5.565
170 700 1.37
170 724 2.198
170 730 5.134
170 748 1.216
170 758 2.729
170 759 6.055
170 797 4.902
171 27 0.429
171 59 0.495
171 68 4.146
171 82 6.86
171 93 1.379
171 98 4.165
171 113 4.511
171 137 1.165
171 142 4.746
171 196 0.899
171 206 0.713
171 235 3.682
171 268 0.124
171 278 2.496
171 305 5.383
171 402 1.653
171 412 4.764
171 445 0.373
171 505 1.708
171 517 0.436
171 545 4.714
171 573 2.165
171 610 0.081
171 629 2.497
171 642 0.307
171 656 2.651
171 669 4.391
171 682 0.936
171 697 1.375
171 721 0.822
171 731 2.27
171 735 1.903
171 757 2.712
171 759 0.698
171 771 2.436
171 794 3.729
172 3 0.421
172 12 0.908
172 17 1.088
